PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29805420","Magnetic resonance imaging findings in newly diagnosed epileptic children","Dirik MA, Sanlidag B.","Pak J Med Sci. 2018 Mar-Apr;34(2):424-428. doi: 10.12669/pjms.342.14807.","Dirik MA","Pak J Med Sci","2018","2018/05/29","PMC5954391","","10.12669/pjms.342.14807"
"32948879","Structural and functional brain abnormalities in HIV disease revealed by multimodal MRI fusion: association with cognitive function","Sui J, Li X, Bell RP, Towe SL, Gadde S, Chen NK, Meade CS.","Clin Infect Dis. 2020 Sep 18:ciaa1415. doi: 10.1093/cid/ciaa1415. Online ahead of print.","Sui J","Clin Infect Dis","2020","2020/09/19","","","10.1093/cid/ciaa1415"
"32113070","Diagnostic potential of automated tractography in progressive supranuclear palsy variants","Potrusil T, Krismer F, Beliveau V, Seppi K, Müller C, Troger F, Göbel G, Steiger R, Gizewski ER, Poewe W, Scherfler C.","Parkinsonism Relat Disord. 2020 Mar;72:65-71. doi: 10.1016/j.parkreldis.2020.02.007. Epub 2020 Feb 23.","Potrusil T","Parkinsonism Relat Disord","2020","2020/03/01","","","10.1016/j.parkreldis.2020.02.007"
"29460262","Physiologic effects of voice stimuli in conscious and unconscious palliative patients-a pilot study","Buchholz K, Liebl P, Keinki C, Herth N, Huebner J.","Wien Med Wochenschr. 2018 May;168(7-8):204-208. doi: 10.1007/s10354-018-0622-6. Epub 2018 Feb 19.","Buchholz K","Wien Med Wochenschr","2018","2018/02/21","","","10.1007/s10354-018-0622-6"
"16792572","Longitudinal brain magnetic resonance imaging study of the alcohol-preferring rat. Part I: adult brain growth","Sullivan EV, Adalsteinsson E, Sood R, Mayer D, Bell R, McBride W, Li TK, Pfefferbaum A.","Alcohol Clin Exp Res. 2006 Jul;30(7):1234-47. doi: 10.1111/j.1530-0277.2006.00145.x.","Sullivan EV","Alcohol Clin Exp Res","2006","2006/06/24","","","10.1111/j.1530-0277.2006.00145.x"
"22770722","Patterns of fractional amplitude of low-frequency oscillations in occipito-striato-thalamic regions of first-episode drug-naïve panic disorder","Lai CH, Wu YT.","J Affect Disord. 2012 Dec 15;142(1-3):180-5. doi: 10.1016/j.jad.2012.04.021. Epub 2012 Jul 6.","Lai CH","J Affect Disord","2012","2012/07/10","","","10.1016/j.jad.2012.04.021"
"21377046","Do all mucocele-like lesions of the breast require surgery?","Carkaci S, Lane DL, Gilcrease MZ, Conrow D, Schwartz MR, Huynh P, Yang WT.","Clin Imaging. 2011 Mar-Apr;35(2):94-101. doi: 10.1016/j.clinimag.2010.01.001.","Carkaci S","Clin Imaging","2011","2011/03/08","","","10.1016/j.clinimag.2010.01.001"
"24366651","Thrombolysis in patients with lacunar stroke is safe: an observational study","Griebe M, Fischer E, Kablau M, Eisele P, Wolf ME, Chatzikonstantinou A, Gass A, Hennerici MG, Szabo K.","J Neurol. 2014 Feb;261(2):405-11. doi: 10.1007/s00415-013-7212-8. Epub 2013 Dec 24.","Griebe M","J Neurol","2014","2013/12/25","","","10.1007/s00415-013-7212-8"
"30341038","A Schizophrenia-Related Genetic-Brain-Cognition Pathway Revealed in a Large Chinese Population","Luo N, Sui J, Chen J, Zhang F, Tian L, Lin D, Song M, Calhoun VD, Cui Y, Vergara VM, Zheng F, Liu J, Yang Z, Zuo N, Fan L, Xu K, Liu S, Li J, Xu Y, Liu S, Lv L, Chen J, Chen Y, Guo H, Li P, Lu L, Wan P, Wang H, Wang H, Yan H, Yan J, Yang Y, Zhang H, Zhang D, Jiang T.","EBioMedicine. 2018 Nov;37:471-482. doi: 10.1016/j.ebiom.2018.10.009. Epub 2018 Oct 16.","Luo N","EBioMedicine","2018","2018/10/21","PMC6284414","","10.1016/j.ebiom.2018.10.009"
"34292498","Computed Tomographic Sarcopenia in Pancreatic Cancer: Further Utilization to Plan Patient Management","Jalal M, Campbell JA, Wadsley J, Hopper AD.","J Gastrointest Cancer. 2021 Jul 22. doi: 10.1007/s12029-021-00672-4. Online ahead of print.","Jalal M","J Gastrointest Cancer","2021","2021/07/22","","","10.1007/s12029-021-00672-4"
"26499424","Management of women at high risk of hereditary breast cancer in the Veneto Regional Program for Prevention","Del Sole A, Cinquetti S, Fedato C, Montagna M, Russo F, Sbrogiò LG, Zorzi M.","Epidemiol Prev. 2015 Jul-Aug;39(4 Suppl 1):99-101.","Del Sole A","Epidemiol Prev","2015","2015/10/27","","",""
"24634199","Diagnostic utility of magnetic resonance imaging and radiography in juvenile spondyloarthritis: evaluation of the sacroiliac joints in controls and affected subjects","Jaremko JL, Liu L, Winn NJ, Ellsworth JE, Lambert RG.","J Rheumatol. 2014 May;41(5):963-70. doi: 10.3899/jrheum.131064. Epub 2014 Mar 15.","Jaremko JL","J Rheumatol","2014","2014/03/18","","","10.3899/jrheum.131064"
"22019093","Influence of standing estrus before an injection of GnRH during a beef cattle fixed-time AI protocol on LH release, subsequent concentrations of progesterone, and steriodogenic enzyme expression","Fields SD, Gebhart KL, Perry BL, Gonda MG, Wright CL, Bott RC, Perry GA.","Domest Anim Endocrinol. 2012 Jan;42(1):11-9. doi: 10.1016/j.domaniend.2011.08.002. Epub 2011 Sep 21.","Fields SD","Domest Anim Endocrinol","2012","2011/10/25","","","10.1016/j.domaniend.2011.08.002"
"27651542","Neural predictors of evaluative attitudes toward celebrities","Izuma K, Shibata K, Matsumoto K, Adolphs R.","Soc Cogn Affect Neurosci. 2017 Mar 1;12(3):382-390. doi: 10.1093/scan/nsw135.","Izuma K","Soc Cogn Affect Neurosci","2017","2016/09/22","PMC5390710","","10.1093/scan/nsw135"
"32824682","An Adoptive Threshold-Based Multi-Level Deep Convolutional Neural Network for Glaucoma Eye Disease Detection and Classification","Aamir M, Irfan M, Ali T, Ali G, Shaf A, S AS, Al-Beshri A, Alasbali T, Mahnashi MH.","Diagnostics (Basel). 2020 Aug 18;10(8):602. doi: 10.3390/diagnostics10080602.","Aamir M","Diagnostics (Basel)","2020","2020/08/23","PMC7460037","","10.3390/diagnostics10080602"
"22125184","Activation likelihood estimation meta-analysis of brain correlates of placebo analgesia in human experimental pain","Amanzio M, Benedetti F, Porro CA, Palermo S, Cauda F.","Hum Brain Mapp. 2013 Mar;34(3):738-52. doi: 10.1002/hbm.21471. Epub 2011 Nov 29.","Amanzio M","Hum Brain Mapp","2013","2011/11/30","PMC6870130","","10.1002/hbm.21471"
"22253926","Abnormal white matter integrity in adolescents with internet addiction disorder: a tract-based spatial statistics study","Lin F, Zhou Y, Du Y, Qin L, Zhao Z, Xu J, Lei H.","PLoS One. 2012;7(1):e30253. doi: 10.1371/journal.pone.0030253. Epub 2012 Jan 11.","Lin F","PLoS One","2012","2012/01/19","PMC3256221","","10.1371/journal.pone.0030253"
"14666151","The effect of the intramammary infusion of Escherichia coli endotoxin on ovulation in lactating dairy cows","Nugent AM, Hatler TB, Silvia WJ.","Reprod Biol. 2002 Nov;2(3):295-309.","Nugent AM","Reprod Biol","2002","2003/12/11","","",""
"30932270","Accelerated aging and motor control deficits are related to regional deformation of central cerebellar white matter in alcohol use disorder","Zhao Q, Pfefferbaum A, Podhajsky S, Pohl KM, Sullivan EV.","Addict Biol. 2020 May;25(3):e12746. doi: 10.1111/adb.12746. Epub 2019 Apr 1.","Zhao Q","Addict Biol","2020","2019/04/02","PMC6773538","NIHMS1013736","10.1111/adb.12746"
"25574450","Facing Imbalanced Data Recommendations for the Use of Performance Metrics","Jeni LA, Cohn JF, De La Torre F.","Int Conf Affect Comput Intell Interact Workshops. 2013;2013:245-251. doi: 10.1109/ACII.2013.47.","Jeni LA","Int Conf Affect Comput Intell Interact Workshops","2013","2015/01/10","PMC4285355","NIHMS554962","10.1109/ACII.2013.47"
"17497749","Diagnosis of Apert syndrome in the second-trimester using 2D and 3D ultrasound","David AL, Turnbull C, Scott R, Freeman J, Bilardo CM, van Maarle M, Chitty LS.","Prenat Diagn. 2007 Jul;27(7):629-32. doi: 10.1002/pd.1758.","David AL","Prenat Diagn","2007","2007/05/15","","","10.1002/pd.1758"
"33600203","Sarcasm detection in native English and English as a second language speakers","Techentin C, Cann DR, Lupton M, Phung D.","Can J Exp Psychol. 2021 Jun;75(2):133-138. doi: 10.1037/cep0000241. Epub 2021 Feb 18.","Techentin C","Can J Exp Psychol","2021","2021/02/18","","","10.1037/cep0000241"
"33686525","Deep Learning-Based Diabetic Retinopathy Severity Grading System Employing Quadrant Ensemble Model","Bhardwaj C, Jain S, Sood M.","J Digit Imaging. 2021 Apr;34(2):440-457. doi: 10.1007/s10278-021-00418-5. Epub 2021 Mar 8.","Bhardwaj C","J Digit Imaging","2021","2021/03/09","PMC8289963","","10.1007/s10278-021-00418-5"
"31139970","White matter rather than gray matter damage characterizes essential tremor","Pietracupa S, Bologna M, Bharti K, Pasqua G, Tommasin S, Elifani F, Paparella G, Petsas N, Grillea G, Berardelli A, Pantano P.","Eur Radiol. 2019 Dec;29(12):6634-6642. doi: 10.1007/s00330-019-06267-9. Epub 2019 May 28.","Pietracupa S","Eur Radiol","2019","2019/05/30","","","10.1007/s00330-019-06267-9"
"30591314","Effects of plane of nutrition and arginine on ovarian follicles in non-pregnant sheep: Cell proliferation, and expression of endothelial nitric oxide and its receptor","Grazul-Bilska AT, Bass CS, Kaminski SL, Ebel KK, Leke E, Thammasiri J, Kraisoon A, Navanukraw C, Holst M, Shelton M, Dorsam ST, Redmer DA.","Acta Histochem. 2019 Feb;121(2):189-197. doi: 10.1016/j.acthis.2018.12.009. Epub 2018 Dec 25.","Grazul-Bilska AT","Acta Histochem","2019","2018/12/29","","","10.1016/j.acthis.2018.12.009"
"31112788","Cholinergic and serotonergic modulation of resting state functional brain connectivity in Alzheimer's disease","Klaassens BL, van Gerven JMA, Klaassen ES, van der Grond J, Rombouts SARB.","Neuroimage. 2019 Oct 1;199:143-152. doi: 10.1016/j.neuroimage.2019.05.044. Epub 2019 May 18.","Klaassens BL","Neuroimage","2019","2019/05/22","","","10.1016/j.neuroimage.2019.05.044"
"25728236","A schizophrenia-associated HLA locus affects thalamus volume and asymmetry","Brucato N, Guadalupe T, Franke B, Fisher SE, Francks C.","Brain Behav Immun. 2015 May;46:311-8. doi: 10.1016/j.bbi.2015.02.021. Epub 2015 Feb 26.","Brucato N","Brain Behav Immun","2015","2015/03/03","","","10.1016/j.bbi.2015.02.021"
"10521842","Latent class analysis applied to patterns of fetal sonographic abnormalities: definition of phenotypes associated with aneuploidy","Farina A, Sekizawa A, Ralston SJ, D'Alton ME, Bianchi DW.","Prenat Diagn. 1999 Sep;19(9):840-5.","Farina A","Prenat Diagn","1999","1999/10/16","","",""
"27825053","Intra-operative measurement of applied forces during anterior scoliosis correction","Fairhurst H, Little JP, Adam CJ.","Clin Biomech (Bristol, Avon). 2016 Dec;40:68-73. doi: 10.1016/j.clinbiomech.2016.10.014. Epub 2016 Oct 30.","Fairhurst H","Clin Biomech (Bristol, Avon)","2016","2016/11/09","","","10.1016/j.clinbiomech.2016.10.014"
"21406999","Single photon emission computed tomography striatal asymmetry index may predict dopaminergic responsiveness in Parkinson disease","Contrafatto D, Mostile G, Nicoletti A, Raciti L, Luca A, Dibilio V, Lanzafame S, Distefano A, Drago F, Zappia M.","Clin Neuropharmacol. 2011 Mar-Apr;34(2):71-3. doi: 10.1097/WNF.0b013e318211f945.","Contrafatto D","Clin Neuropharmacol","2011","2011/03/17","","","10.1097/WNF.0b013e318211f945"
"30698062","The radiological and clinical follow-up of osteonecrosis in cancer patients","Niinimäki R, Suo-Palosaari M, Pokka T, Harila-Saari A, Niinimäki T.","Acta Oncol. 2019 Apr;58(4):505-511. doi: 10.1080/0284186X.2019.1566769. Epub 2019 Jan 30.","Niinimäki R","Acta Oncol","2019","2019/01/31","","","10.1080/0284186X.2019.1566769"
"28828279","Diversity, abundance, and host relationships of avian malaria and related haemosporidians in New Mexico pine forests","Marroquin-Flores RA, Williamson JL, Chavez AN, Bauernfeind SM, Baumann MJ, Gadek CR, Johnson AB, McCullough JM, Witt CC, Barrow LN.","PeerJ. 2017 Aug 17;5:e3700. doi: 10.7717/peerj.3700. eCollection 2017.","Marroquin-Flores RA","PeerJ","2017","2017/08/23","PMC5563434","","10.7717/peerj.3700"
"25624419","Apolipoprotein E ε4 Modulates Cognitive Profiles, Hippocampal Volume, and Resting-State Functional Connectivity in Alzheimer's Disease","Wang X, Wang J, He Y, Li H, Yuan H, Evans A, Yu X, He Y, Wang H.","J Alzheimers Dis. 2015;45(3):781-95. doi: 10.3233/JAD-142556.","Wang X","J Alzheimers Dis","2015","2015/01/28","","","10.3233/JAD-142556"
"27317921","Diffusion tensor imaging in euthymic bipolar disorder - A tract-based spatial statistics study","Haarman BCM', Riemersma-Van der Lek RF, Burger H, de Groot JC, Drexhage HA, Nolen WA, Cerliani L.","J Affect Disord. 2016 Oct;203:281-291. doi: 10.1016/j.jad.2016.05.040. Epub 2016 Jun 1.","Haarman BCM'","J Affect Disord","2016","2016/06/19","","","10.1016/j.jad.2016.05.040"
"33868397","JRL-YOLO: A Novel Jump-Join Repetitious Learning Structure for Real-Time Dangerous Object Detection","Zeng Y, Zhang L, Zhao J, Lan J, Li B.","Comput Intell Neurosci. 2021 Apr 1;2021:5536152. doi: 10.1155/2021/5536152. eCollection 2021.","Zeng Y","Comput Intell Neurosci","2021","2021/04/19","PMC8032535","","10.1155/2021/5536152"
"28594880","Application of the 3D slicer chest imaging platform segmentation algorithm for large lung nodule delineation","Yip SSF, Parmar C, Blezek D, Estepar RSJ, Pieper S, Kim J, Aerts HJWL.","PLoS One. 2017 Jun 8;12(6):e0178944. doi: 10.1371/journal.pone.0178944. eCollection 2017.","Yip SSF","PLoS One","2017","2017/06/09","PMC5464594","","10.1371/journal.pone.0178944"
"34188605","Segmentation and quantification of COVID-19 infections in CT using pulmonary vessels extraction and deep learning","Diniz JOB, Quintanilha DBP, Santos Neto AC, da Silva GLF, Ferreira JL, Netto SMB, Araújo JDL, Da Cruz LB, Silva TFB, da S Martins CM, Ferreira MM, Rego VG, Boaro JMC, Cipriano CLS, Silva AC, de Paiva AC, Junior GB, de Almeida JDS, Nunes RA, Mogami R, Gattass M.","Multimed Tools Appl. 2021 Jun 24:1-33. doi: 10.1007/s11042-021-11153-y. Online ahead of print.","Diniz JOB","Multimed Tools Appl","2021","2021/06/30","PMC8224997","","10.1007/s11042-021-11153-y"
"12808668","Short-term outcome of isolated and associated congenital heart defects in relation to antenatal ultrasound screening","Levi S, Zhang WH, Alexander S, Viart P, Grandjean H; Eurofetus study group.","Ultrasound Obstet Gynecol. 2003 Jun;21(6):532-8. doi: 10.1002/uog.146.","Levi S","Ultrasound Obstet Gynecol","2003","2003/06/17","","","10.1002/uog.146"
"29124384","Diagnostic performance of computed tomography angiography in the detection of coronary artery in-stent restenosis: evidence from an updated meta-analysis","Dai T, Wang JR, Hu PF.","Eur Radiol. 2018 Apr;28(4):1373-1382. doi: 10.1007/s00330-017-5097-0. Epub 2017 Nov 9.","Dai T","Eur Radiol","2018","2017/11/11","","","10.1007/s00330-017-5097-0"
"31246041","Latent variable GIMME using model implied instrumental variables (MIIVs)","Gates KM, Fisher ZF, Bollen KA.","Psychol Methods. 2020 Apr;25(2):227-242. doi: 10.1037/met0000229. Epub 2019 Jun 27.","Gates KM","Psychol Methods","2020","2019/06/28","PMC6933098","NIHMS1036829","10.1037/met0000229"
"16189057","Patient-centered communication and diagnostic testing","Epstein RM, Franks P, Shields CG, Meldrum SC, Miller KN, Campbell TL, Fiscella K.","Ann Fam Med. 2005 Sep-Oct;3(5):415-21. doi: 10.1370/afm.348.","Epstein RM","Ann Fam Med","2005","2005/09/29","PMC1466928","","10.1370/afm.348"
"21073464","Tract-specific analyses of diffusion tensor imaging show widespread white matter compromise in autism spectrum disorder","Shukla DK, Keehn B, Müller RA.","J Child Psychol Psychiatry. 2011 Mar;52(3):286-95. doi: 10.1111/j.1469-7610.2010.02342.x. Epub 2010 Nov 12.","Shukla DK","J Child Psychol Psychiatry","2011","2010/11/16","PMC4547854","NIHMS238521","10.1111/j.1469-7610.2010.02342.x"
"30900021","Sarcoidosis of the paranasal sinuses","Send T, Tuleta I, Koppen T, Thiesler T, Eichhorn KW, Bertlich M, Bootz F, Jakob M.","Eur Arch Otorhinolaryngol. 2019 Jul;276(7):1969-1974. doi: 10.1007/s00405-019-05388-7. Epub 2019 Mar 21.","Send T","Eur Arch Otorhinolaryngol","2019","2019/03/23","","","10.1007/s00405-019-05388-7"
"32190007","Immune-related prognosis biomarkers associated with osteosarcoma microenvironment","Hong W, Yuan H, Gu Y, Liu M, Ji Y, Huang Z, Yang J, Ma L.","Cancer Cell Int. 2020 Mar 16;20:83. doi: 10.1186/s12935-020-1165-7. eCollection 2020.","Hong W","Cancer Cell Int","2020","2020/03/20","PMC7075043","","10.1186/s12935-020-1165-7"
"30321497","Neuronal and vascular deficits following chronic adaptation to high altitude","Cramer NP, Korotcov A, Bosomtwi A, Xu X, Holman DR, Whiting K, Jones S, Hoy A, Dardzinski BJ, Galdzicki Z.","Exp Neurol. 2019 Jan;311:293-304. doi: 10.1016/j.expneurol.2018.10.007. Epub 2018 Oct 13.","Cramer NP","Exp Neurol","2019","2018/10/16","","","10.1016/j.expneurol.2018.10.007"
"15914688","Prenatal diagnosis of herniated Dandy-Walker cysts","Lee W, Vettraino IM, Comstock CH, Lal N, Kazmierczak C, Shetty A, Raff G, Zakalik K, Romero R.","J Ultrasound Med. 2005 Jun;24(6):841-8. doi: 10.7863/jum.2005.24.6.841.","Lee W","J Ultrasound Med","2005","2005/05/26","","","10.7863/jum.2005.24.6.841"
"27964829","The role of voiding cystourethrography in asymptomatic unilateral isolated ureteropelvic junction obstruction: A retrospective study","ElSheemy MS, Ghoneima W, Abdelwahhab M, Aboulela W, Daw K, Shouman AM, Shoukry AI, El Ghoneimy M, Morsi HA, Badawy H.","J Pediatr Urol. 2017 Apr;13(2):206.e1-206.e7. doi: 10.1016/j.jpurol.2016.10.018. Epub 2016 Nov 24.","ElSheemy MS","J Pediatr Urol","2017","2016/12/15","","","10.1016/j.jpurol.2016.10.018"
"27851842","Estimating the Heritability of Structural and Functional Brain Connectivity in Families Affected by Attention-Deficit/Hyperactivity Disorder","Sudre G, Choudhuri S, Szekely E, Bonner T, Goduni E, Sharp W, Shaw P.","JAMA Psychiatry. 2017 Jan 1;74(1):76-84. doi: 10.1001/jamapsychiatry.2016.3072.","Sudre G","JAMA Psychiatry","2017","2016/11/17","PMC7418037","NIHMS1042352","10.1001/jamapsychiatry.2016.3072"
"26600413","Association of abnormal white matter integrity in the acute phase of motor vehicle accidents with post-traumatic stress disorder","Hu H, Zhou Y, Wang Q, Su S, Qiu Y, Ge J, Wang Z, Xiao Z.","J Affect Disord. 2016 Jan 15;190:714-722. doi: 10.1016/j.jad.2015.09.044. Epub 2015 Nov 5.","Hu H","J Affect Disord","2016","2015/11/25","","","10.1016/j.jad.2015.09.044"
